Forward: Iterative Transformation from EGBT22_Geod to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5.
Reverse: Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to EGBT22_Geod with DB_Ref ellipsoidal height 0.
dxRoundTrip,dyRoundTrip,dx,dy
1.965E-010,-1.003E-009,-1.024E-003,-3.622E-003
1.970E-010,-1.002E-009,-1.036E-003,-3.622E-003
1.974E-010,-1.002E-009,-1.047E-003,-3.622E-003
1.962E-010,-1.006E-009,-1.003E-003,-3.661E-003
1.966E-010,-1.005E-009,-1.014E-003,-3.661E-003
1.970E-010,-1.005E-009,-1.026E-003,-3.661E-003
1.975E-010,-1.004E-009,-1.038E-003,-3.661E-003
1.979E-010,-1.004E-009,-1.049E-003,-3.661E-003
1.966E-010,-1.008E-009,-1.005E-003,-3.700E-003
1.971E-010,-1.007E-009,-1.016E-003,-3.700E-003
1.975E-010,-1.007E-009,-1.028E-003,-3.700E-003
1.979E-010,-1.007E-009,-1.040E-003,-3.700E-003
1.984E-010,-1.006E-009,-1.051E-003,-3.701E-003
1.971E-010,-1.010E-009,-1.007E-003,-3.739E-003
1.976E-010,-1.010E-009,-1.018E-003,-3.739E-003
1.980E-010,-1.009E-009,-1.030E-003,-3.740E-003
1.984E-010,-1.009E-009,-1.042E-003,-3.740E-003
1.989E-010,-1.008E-009,-1.053E-003,-3.740E-003
1.946E-010,-9.993E-010,-1.343E-003,-4.775E-003
1.951E-010,-9.989E-010,-1.359E-003,-4.775E-003
1.955E-010,-9.984E-010,-1.374E-003,-4.775E-003
1.959E-010,-9.980E-010,-1.390E-003,-4.775E-003
1.964E-010,-9.975E-010,-1.406E-003,-4.775E-003
1.952E-010,-1.001E-009,-1.345E-003,-4.825E-003
1.956E-010,-1.001E-009,-1.361E-003,-4.825E-003
1.960E-010,-1.001E-009,-1.376E-003,-4.825E-003
1.965E-010,-1.000E-009,-1.392E-003,-4.826E-003
1.969E-010,-9.996E-010,-1.408E-003,-4.826E-003
1.957E-010,-1.004E-009,-1.347E-003,-4.876E-003
1.961E-010,-1.003E-009,-1.363E-003,-4.876E-003
1.965E-010,-1.003E-009,-1.379E-003,-4.876E-003
1.969E-010,-1.002E-009,-1.394E-003,-4.876E-003
1.974E-010,-1.002E-009,-1.410E-003,-4.877E-003
1.961E-010,-1.006E-009,-1.349E-003,-4.927E-003
1.966E-010,-1.005E-009,-1.365E-003,-4.927E-003
1.970E-010,-1.005E-009,-1.381E-003,-4.927E-003
1.975E-010,-1.004E-009,-1.396E-003,-4.927E-003
1.979E-010,-1.004E-009,-1.412E-003,-4.928E-003
1.966E-010,-1.008E-009,-1.352E-003,-4.978E-003
1.971E-010,-1.007E-009,-1.367E-003,-4.978E-003
1.976E-010,-1.007E-009,-1.383E-003,-4.978E-003
1.980E-010,-1.007E-009,-1.399E-003,-4.978E-003
1.984E-010,-1.006E-009,-1.414E-003,-4.979E-003
1.972E-010,-1.010E-009,-1.354E-003,-5.029E-003
1.976E-010,-1.010E-009,-1.369E-003,-5.029E-003
1.980E-010,-1.009E-009,-1.385E-003,-5.030E-003
1.984E-010,-1.009E-009,-1.401E-003,-5.030E-003
1.989E-010,-1.008E-009,-1.416E-003,-5.030E-003
1.946E-010,-9.993E-010,-1.689E-003,-6.005E-003
1.951E-010,-9.989E-010,-1.709E-003,-6.005E-003
1.955E-010,-9.984E-010,-1.729E-003,-6.006E-003
1.959E-010,-9.980E-010,-1.748E-003,-6.006E-003
1.964E-010,-9.975E-010,-1.768E-003,-6.006E-003
1.952E-010,-1.001E-009,-1.691E-003,-6.068E-003
1.956E-010,-1.001E-009,-1.711E-003,-6.068E-003
1.960E-010,-1.001E-009,-1.731E-003,-6.068E-003
1.964E-010,-1.000E-009,-1.751E-003,-6.068E-003
1.969E-010,-9.996E-010,-1.770E-003,-6.068E-003
1.957E-010,-1.004E-009,-1.694E-003,-6.131E-003
1.961E-010,-1.003E-009,-1.713E-003,-6.131E-003
1.965E-010,-1.003E-009,-1.733E-003,-6.131E-003
1.970E-010,-1.002E-009,-1.753E-003,-6.131E-003
1.974E-010,-1.002E-009,-1.773E-003,-6.131E-003
1.962E-010,-1.006E-009,-1.696E-003,-6.193E-003
1.966E-010,-1.005E-009,-1.716E-003,-6.193E-003
1.970E-010,-1.005E-009,-1.736E-003,-6.193E-003
1.974E-010,-1.004E-009,-1.755E-003,-6.194E-003
1.979E-010,-1.004E-009,-1.775E-003,-6.194E-003
1.967E-010,-1.008E-009,-1.699E-003,-6.256E-003
1.971E-010,-1.007E-009,-1.718E-003,-6.256E-003
1.975E-010,-1.007E-009,-1.738E-003,-6.256E-003
1.980E-010,-1.007E-009,-1.758E-003,-6.257E-003
1.984E-010,-1.006E-009,-1.777E-003,-6.257E-003
1.972E-010,-1.010E-009,-1.701E-003,-6.319E-003
1.976E-010,-1.010E-009,-1.721E-003,-6.319E-003
1.980E-010,-1.009E-009,-1.740E-003,-6.320E-003
1.984E-010,-1.009E-009,-1.760E-003,-6.320E-003
1.989E-010,-1.008E-009,-1.780E-003,-6.320E-003
