sourceCRS,targetCRS,sourceOrigin,dxRoundTrip,dyRoundTrip,dxOriginal,dyOriginal,dxProj,dyProj,stepsForward,stepsReverse
"DB_Ref_Geod","EGBT22_Geod","proj",2.062E-010,-9.909E-010,,,3.616E-008,6.244E-008,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.","Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","EGBT22_Geod","proj",1.978E-010,-9.831E-010,,,1.487E-008,4.877E-008,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.","Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_UTM33","proj",1.845E-010,-9.999E-010,1.701E-003,7.887E-003,,,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_UTM33","proj",1.915E-010,-9.893E-010,1.814E-003,6.521E-003,,,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_UTM33","proj",2.031E-010,-9.848E-010,1.788E-003,5.169E-003,,,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_UTM33","proj",1.972E-010,-9.946E-010,1.149E-003,4.009E-003,,,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_UTM33","proj",2.062E-010,-9.909E-010,2.928E-003,8.381E-003,,,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_UTM33","proj",1.978E-010,-9.831E-010,1.974E-003,6.033E-003,,,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_Geod","proj",1.845E-010,-9.999E-010,,,7.132E-008,2.063E-008,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_Geod","proj",1.915E-010,-9.893E-010,,,5.891E-008,2.381E-008,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_Geod","proj",2.031E-010,-9.848E-010,,,4.650E-008,2.507E-008,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_Geod","proj",1.972E-010,-9.946E-010,,,3.617E-008,1.556E-008,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_Geod","proj",2.062E-010,-9.909E-010,,,7.535E-008,4.162E-008,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","ETRS89_DREF91_Geod","proj",1.978E-010,-9.831E-010,,,5.439E-008,2.701E-008,"Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0."
"DB_Ref_Geod","DB_Ref_GK5","proj",-7.105E-015,-1.776E-015,,,0.000E+000,-9.313E-010,"Conversion from DB_Ref_Geod to DB_Ref_GK5.","Conversion from DB_Ref_GK5 to DB_Ref_Geod."
"DB_Ref_Geod","DB_Ref_GK5","proj",-1.421E-014,1.776E-015,,,0.000E+000,-9.313E-010,"Conversion from DB_Ref_Geod to DB_Ref_GK5.","Conversion from DB_Ref_GK5 to DB_Ref_Geod."
"DB_Ref_Geod","DB_Ref_GK5","proj",0.000E+000,-7.105E-015,,,0.000E+000,-1.863E-009,"Conversion from DB_Ref_Geod to DB_Ref_GK5.","Conversion from DB_Ref_GK5 to DB_Ref_Geod."
"DB_Ref_Geod","DB_Ref_GK5","proj",0.000E+000,-5.329E-015,,,0.000E+000,-2.794E-009,"Conversion from DB_Ref_Geod to DB_Ref_GK5.","Conversion from DB_Ref_GK5 to DB_Ref_Geod."
"DB_Ref_Geod","DB_Ref_GK5","proj",0.000E+000,-5.329E-015,,,0.000E+000,1.863E-009,"Conversion from DB_Ref_Geod to DB_Ref_GK5.","Conversion from DB_Ref_GK5 to DB_Ref_Geod."
"DB_Ref_Geod","DB_Ref_GK5","proj",1.421E-014,3.553E-015,,,0.000E+000,0.000E+000,"Conversion from DB_Ref_Geod to DB_Ref_GK5.","Conversion from DB_Ref_GK5 to DB_Ref_Geod."
"DB_Ref_GK5","EGBT22_EGBT_LDP","proj",-7.073E-005,2.258E-005,,,3.183E-003,3.576E-003,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.|>Conversion from EGBT22_Geod to EGBT22_EGBT_LDP.","Conversion from EGBT22_EGBT_LDP to EGBT22_Geod.|>Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_EGBT_LDP","proj",-7.040E-005,2.250E-005,,,3.323E-003,2.223E-003,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.|>Conversion from EGBT22_Geod to EGBT22_EGBT_LDP.","Conversion from EGBT22_EGBT_LDP to EGBT22_Geod.|>Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_EGBT_LDP","proj",-6.996E-005,2.267E-005,,,3.311E-003,8.344E-004,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.|>Conversion from EGBT22_Geod to EGBT22_EGBT_LDP.","Conversion from EGBT22_EGBT_LDP to EGBT22_Geod.|>Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_EGBT_LDP","proj",-7.024E-005,2.275E-005,,,2.654E-003,-3.133E-004,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.|>Conversion from EGBT22_Geod to EGBT22_EGBT_LDP.","Conversion from EGBT22_EGBT_LDP to EGBT22_Geod.|>Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_EGBT_LDP","proj",-6.991E-005,2.287E-005,,,4.342E-003,4.091E-003,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.|>Conversion from EGBT22_Geod to EGBT22_EGBT_LDP.","Conversion from EGBT22_EGBT_LDP to EGBT22_Geod.|>Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_EGBT_LDP","proj",-7.013E-005,2.251E-005,,,3.475E-003,1.680E-003,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.|>Conversion from EGBT22_Geod to EGBT22_EGBT_LDP.","Conversion from EGBT22_EGBT_LDP to EGBT22_Geod.|>Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_Geod","proj",-7.073E-005,2.258E-005,,,3.255E-008,4.388E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.","Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_Geod","proj",-7.040E-005,2.250E-005,,,2.005E-008,4.637E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.","Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_Geod","proj",-6.996E-005,2.267E-005,,,7.098E-009,4.673E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.","Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_Geod","proj",-7.024E-005,2.275E-005,,,-2.893E-009,3.742E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.","Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_Geod","proj",-6.991E-005,2.287E-005,,,3.616E-008,6.244E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.","Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","EGBT22_Geod","proj",-7.013E-005,2.251E-005,,,1.487E-008,4.877E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to EGBT22_Geod with ETRS89 ellipsoidal height 0.","Transformation from EGBT22_Geod to ETRS89_DREF91 with ETRS89 ellipsoidal height 0.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_UTM33","proj",-7.073E-005,2.258E-005,1.701E-003,7.887E-003,,,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_UTM33","proj",-7.040E-005,2.250E-005,1.814E-003,6.521E-003,,,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_UTM33","proj",-6.996E-005,2.267E-005,1.788E-003,5.169E-003,,,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_UTM33","proj",-7.024E-005,2.275E-005,1.149E-003,4.009E-003,,,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_UTM33","proj",-6.991E-005,2.287E-005,2.928E-003,8.381E-003,,,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_UTM33","proj",-7.013E-005,2.251E-005,1.975E-003,6.033E-003,,,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.|>Conversion from ETRS89_DREF91 to ETRS89_DREF91_UTM33:","Conversion from ETRS89_DREF91_UTM33 to ETRS89_DREF91.|>Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_Geod","proj",-7.073E-005,2.258E-005,,,7.132E-008,2.063E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_Geod","proj",-7.040E-005,2.250E-005,,,5.891E-008,2.381E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_Geod","proj",-6.996E-005,2.267E-005,,,4.650E-008,2.507E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_Geod","proj",-7.024E-005,2.275E-005,,,3.617E-008,1.556E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_Geod","proj",-6.991E-005,2.287E-005,,,7.535E-008,4.162E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","ETRS89_DREF91_Geod","proj",-7.013E-005,2.251E-005,,,5.439E-008,2.701E-008,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.|>Transformation from DB_Ref_Geod to ETRS89_DREF91 with DB_Ref ellipsoidal height 0.","Transformation from ETRS89_DREF91 to DB_Ref_Geod with DB_Ref ellipsoidal height 0.|>Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","DB_Ref_Geod","proj",0.000E+000,0.000E+000,,,-7.105E-015,-1.776E-015,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.","Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","DB_Ref_Geod","proj",0.000E+000,2.794E-009,,,7.105E-015,1.776E-015,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.","Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","DB_Ref_Geod","proj",0.000E+000,9.313E-010,,,2.842E-014,-7.105E-015,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.","Conversion from DB_Ref_Geod to DB_Ref_GK5."
"DB_Ref_GK5","DB_Ref_Geod","proj",0.000E+000,-1.863E-009,,,7.105E-015,-5.329E-015,"Conversion from DB_Ref_GK5 to DB_Ref_Geod.","Conversion from DB_Ref_Geod to DB_Ref_GK5."
